nro;altitude;country;county;latitude;localname;abs(longitude);municipality;res_org;treespecies
164847;189;Sweden;Gävleborgs län;60.8;Jädraås FP;17.33;Ockelbo;SLU;,Pinus sylvestris,
164848;140;Sweden;Västra Götalands län;57.32;Häcksvik;13.16;Svenljunga ;SLU;,Pinus sylvestris,
164849;410;Sweden;Dalarnas län;60.83;Venjan;14.13;Mora;SLU;,Pinus sylvestris,
164852;240;Sweden;Dalarnas län;60.88;Siljansfors FP;14.39;Mora;SLU;,Pinus sylvestris,
164853;200;Sweden;Jönköpings län;57.52;Mölnafältet;14.2;Värnamo;SLU;,Pinus sylvestris,
164855;245;Sweden;Västra Götalands län;57.99;Haboskogen;14.06;Hjo;SLU;,Pinus sylvestris,
164856;365;Sweden;Norrbottens län;65.77;Häggsjöliden;19.5;Arvidsjaur;SLU;,Pinus sylvestris,
164857;285;Sweden;Gävleborgs län;61.5;Ljusbergskil;16.14;Bollnäs;SLU;,Pinus sylvestris,Picea abies,
164875;170;Sweden;Jönköpings län;57.38;Åker;13.99;Skillingaryd;SLU;,Pinus sylvestris,
164876;243;Sweden;Kronobergs län;56.84;Kosta;15.48;Lessebo;SLU;,Pinus sylvestris,
164882;460;Sweden;Dalarnas län;60.78;Sälsjöarna;14.4;Mora;SLU;,Betula pendula,Larix sukaczewii,Picea abies,Pinus contorta,Pinus sylvestris,
164883;350;Sweden;Dalarnas län;60.72;Görsjön;14.32;Mora;SLU;,Betula pendula,Larix sukaczewii,Picea abies,Pinus contorta,Pinus sylvestris,
164887;175;Sweden;Kronobergs län;57.17;Asa FP;14.78;Växjö;SLU;,Picea abies,Pinus sylvestris,
164903;235;Sweden;Kronobergs län;56.99;Linnebjörke;15.16;Växjö;SLU;,Pinus sylvestris,
164904;165;Sweden;Jönköpings län;57.25;Hörle;14.06;Värnamo;SLU;,Pinus sylvestris,
164905;55;Sweden;Skåne län;55.55;Snogeholm;13.7;Sjöbo;SLU;,Acer platanoides,Alnus glutinosa,Betula pendula,Betula pubescens,Carpinus betulus,Fagus sylvatica,Fraxinus excelsior,Larix x eurolepis,Malus silvestris,Picea abies,Pinus sylvestris,Populus x wettsteinii,Populus tremula,Prunus avium,Quercus petraea,Quercus robur,Salix caprea,Sorbus aucuparia,Sorbus intermedia,Taxus baccata,Tilia cordata,Ulmus glabra,
164943;30;Sweden;Östergötlands län;58.52;Rövarborgen;16.08;Norrköping;SLU;,Alnus glutinosa,Betula,Corylus avellana,Picea abies,Pinus sylvestris,Quercus robur,Salix caprea,Salix,Sorbus aucuparia,Sorbus intermedia,
164944;185;Sweden;Jönköpings län;57.3;Trollebo;15.29;Vetlanda;SLU;,Betula,Corylus avellana,Fagus sylvatica,Picea abies,Pinus sylvestris,Populus tremula,Prunus avium,Quercus robur,Salix caprea,Salix,Sorbus intermedia,Sorbus aucuparia,
164945;230;Sweden;Kronobergs län;57.14;Asa;14.83;Växjö;SLU;,Betula,Picea abies,Pinus sylvestris,Populus tremula,Quercus robur,Salix caprea,Salix,Sorbus intermedia,Sorbus aucuparia,
164946;70;Sweden;Gotlands län;57.32;Autsarve;18.35;Gotland;SLU;,Betula,Picea abies,Pinus sylvestris,
164947;100;Sweden;Blekinge län;56.36;Hjortseryd;15.3;Ronneby;SLU;,Betula,Fagus sylvatica,Picea abies,Pinus sylvestris,Quercus robur,Salix caprea,Salix,Sorbus intermedia,Sorbus aucuparia,
164948;150;Sweden;Skåne län;56.44;Lönsboda;14.35;Osby;SLU;,Betula,Fagus sylvatica,Picea abies,Pinus sylvestris,Populus tremula,Salix caprea,Sorbus intermedia,Sorbus aucuparia,
164949;110;Sweden;Västra Götalands län;58.39;Uddevalla;11.78;Uddevalla;SLU;,Betula,Larix,Picea abies,Pinus sylvestris,Prunus avium,Quercus robur,Salix caprea,Salix,Sorbus intermedia,Sorbus aucuparia,
164950;175;Sweden;Västra Götalands län;57.47;Svenljunga;13.15;Svenljunga;SLU;,Betula,Picea abies,Pinus sylvestris,Populus tremula,Quercus robur,Salix caprea,Salix,Sorbus intermedia,Sorbus aucuparia,
164951;70;Sweden;Västra Götalands län;58.67;Leksberg;13.79;Mariestad;SLU;,Betula,Larix,Picea abies,Pinus sylvestris,Quercus robur,Salix caprea,Salix,Sorbus intermedia,Sorbus aucuparia,
164954;120;Sweden;Örebro län;58.95;V Molången;15.31;Hallsberg;SLU;,Betula,Picea abies,Pinus sylvestris,Populus tremula,Salix,Sorbus aucuparia,
164957;285;Sweden;Dalarnas län;60.91;Siljansfors FP;14.37;Mora;SLU;,Picea abies,Pinus sylvestris,
164958;240;Sweden;Västernorrlands län;62.47;Höganäs;15.93;Ånge;SLU;,Betula,Picea abies,Pinus sylvestris,
164959;290;Sweden;Jämtlands län;63.75;Sör-Sporrsjön;15.74;Strömsund;SLU;,Picea abies,Pinus sylvestris,
164960;235;Sweden;Jämtlands län;62.77;Strandåker;16.11;Bräcke;SLU;,Picea abies,Pinus sylvestris,
164961;145;Sweden;Västerbottens län;64.08;Trolltjärnsberg;20.3;Umeå;SLU;,Betula,Picea abies,Pinus sylvestris,
164962;340;Sweden;Västerbottens län;64.57;Orrkulla;18.41;Lycksele;SLU;,Betula,Picea abies,Pinus sylvestris,
164963;230;Sweden;Norrbottens län;67.3;Käryvaara;23.43;Pajala;SLU;,Betula,Picea abies,Pinus sylvestris,
164965;120;Sweden;Hallands län;56.54;Skogaby;13.22;Laholm;SLU;,Picea abies,Pinus sylvestris,
164972;270;Sweden;Västerbottens län;64.27;Lappkuliden;19.66;Vindeln;SLU;,Pinus sylvestris,
164974;420;Sweden;Västerbottens län;64.34;Långbäcken;18.15;Åsele;SLU;,Pinus sylvestris,
164975;435;Sweden;Dalarnas län;61.03;Myckelsjö;14.05;Mora;SLU;,Pinus sylvestris,
164976;125;Sweden;Norrbottens län;65.52;Brännträsket;21.38;Piteå;SLU;,Pinus sylvestris,
164977;10;Sweden;Västerbottens län;63.89;Sävar;20.55;Umeå;SLU;,Pinus sylvestris,
164978;35;Sweden;Norrbottens län;65.89;Björkfors;23.43;Kalix;SLU;,Pinus sylvestris,
164979;20;Sweden;Stockholms län;59.41;Sandvreten;18.18;Vaxholm;SLU;,Pinus sylvestris,
164980;120;Sweden;Skåne län;55.79;V.Stenshult;14.06;Kristianstad;SLU;,Pinus sylvestris,
164983;15;Sweden;Västerbottens län;63.65;Söderbergs;19.91;Umeå;SLU;,Pinus sylvestris,
164984;15;Sweden;Västerbottens län;63.65;Söderbergs;19.91;Umeå;SLU;,Pinus sylvestris,
164985;15;Sweden;Västerbottens län;63.65;Söderbergs;19.91;Umeå;SLU;,Pinus sylvestris,
165000;280;Sweden;Västerbottens län;64.31;Storsandsjö;19.77;Vindeln;SLU;,Pinus sylvestris,
165001;15;Sweden;Västerbottens län;63.65;Söderbergs;19.91;Umeå;SLU;,Pinus sylvestris,
165009;220;Sweden;Västerbottens län;64.25;Renberget;19.8;Vindeln;SLU;,Pinus sylvestris,
165010;270;Sweden;Västerbottens län;64.27;Lappkuliden;19.64;Vindeln;SLU;,Pinus sylvestris,
165011;15;Sweden;Västerbottens län;63.64;Söderbergs;19.91;Umeå;SLU;,Pinus sylvestris,
165012;15;Sweden;Västerbottens län;63.65;Söderbergs;19.91;Umeå;SLU;,Pinus sylvestris,
165013;27;Sweden;Västerbottens län;63.94;Johannesfor;20.58;Umeå;SLU;,Pinus sylvestris,
165015;470;Sweden;Norrbottens län;67.06;Kuosavaara;20.29;Gällivare;SLU;,Pinus sylvestris,
165016;470;Sweden;Norrbottens län;66.77;Stuorsamon;19.73;Jokkmokk;SLU;,Pinus sylvestris,
165017;570;Sweden;Norrbottens län;66.03;Granliden;18.46;Arjeplog;SLU;,Pinus sylvestris,
165018;520;Sweden;Norrbottens län;65.99;Kåtatjärn;18.34;Arjeplog;SLU;,Pinus sylvestris,
165025;480;Sweden;Västerbottens län;65.59;Gippervare;17.19;Sorsele;SLU;,Pinus sylvestris,
165029;55;Sweden;Västernorrlands län;62.53;Svarttjärnen;17.75;Härnösand;SLU;,Pinus sylvestris,
165030;345;Sweden;Västernorrlands län;63.97;Småtjärnarna;16.75;Sollefteå;SLU;,Pinus sylvestris,
165031;490;Sweden;Norrbottens län;65.96;Björnliden;17.19;Arjeplog;SLU;,Pinus sylvestris,
165033;430;Sweden;Dalarnas län;60.98;Rostberget;14.31;Mora;SLU;,Pinus sylvestris,
165035;465;Sweden;Västernorrlands län;62.25;Korpåsen;16.19;Ånge;SLU;,Pinus sylvestris,
165036;350;Sweden;Jämtlands län;62.97;Häbbersjön;16.93;Ragunda;SLU;,Pinus sylvestris,
165037;105;Sweden;Västernorrlands län;63.51;Flisbäcken;19.09;Örnsköldsvik;SLU;,Pinus sylvestris,
165038;390;Sweden;Jämtlands län;64.15;Ringvattnet;15.46;Strömsund;SLU;,Pinus sylvestris,
165039;85;Sweden;Västerbottens län;64.05;Gårdmyran;20.56;Umeå;SLU;,Pinus sylvestris,
165040;420;Sweden;Västerbottens län;64.24;Flakaträsk;18.45;Lycksele;SLU;,Pinus sylvestris,
165045;130;Sweden;Norrbottens län;66.61;Rönsjärv;22.9;Överkalix;SLU;,Pinus sylvestris,
165048;27;Sweden;Västerbottens län;63.94;Johannesfors;20.58;Umeå;SLU;,Pinus sylvestris,
165055;230;Sweden;Kalmar län;57.73;N.Kvill;15.6;Vimmerby;SLU;,Pinus sylvestris,
165056;140;Sweden;Kalmar län;57.73;Fagerdal;15.6;Vimmerby;SLU;,Pinus sylvestris,
165057;;Sweden;Västra Götalands län;58.67;Hultamo;14.49;Karlsborg;SLU;,Pinus sylvestris,
165058;;Sweden;Södermanlands län;0;Vråskogen;0;Katrineholm;SLU;,Pinus sylvestris,
165074;400;Sweden;Västerbottens län;64.31;Nordanås;18.19;Åsele;SLU;,Pinus sylvestris,
165075;125;Sweden;Västra Götalands län;58.47;Närsäter;13.61;Skara;SLU;,Pinus sylvestris,
165076;125;Sweden;Västra Götalands län;58.47;Närsäter;13.61;Skara;SLU;,Pinus sylvestris,
165077;;Sweden;Uppsala län;0;Alunda;0;Östhammar;SLU;,Pinus sylvestris,
165078;215;Sweden;Dalarnas län;60.3;Ljusfallet;16.27;Hedemora;SLU;,Pinus sylvestris,
165079;30;Sweden;Uppsala län;60.55;Stallmon;17.44;Älvkarleby;SLU;,Pinus sylvestris,
165080;;Sweden;Örebro län;0;Finnerödja;0;Laxå;SLU;,Pinus sylvestris,
165084;;Sweden;Uppsala län;60.55;Stallmon;17.43;Älvkarleby;SLU;,Pinus sylvestris,
165086;70;Sweden;Södermanlands län;59;Lyttersta;15.89;Vingåker;SLU;,Pinus sylvestris,
165087;70;Sweden;Södermanlands län;59.02;Ilinge;15.86;Vingåker;SLU;,Pinus sylvestris,
165088;170;Sweden;Dalarnas län;0;S.Förmaks;0;Hedemora;SLU;,Pinus sylvestris,
165089;275;Sweden;Dalarnas län;60.48;N.Förmaks;16.08;Hedemora;SLU;,Pinus sylvestris,
165100;90;Sweden;Norrbottens län;65.78;Brännberg;21.28;Boden ;SLU;,Pinus sylvestris,
165101;180;Sweden;Jämtlands län;63.02;Prästbordet;16.64;Ragunda;SLU;,Picea abies,Pinus sylvestris,
165102;150;Sweden;Norrbottens län;66.14;Kvarnberget;22.24;Luleå;SLU;,Pinus sylvestris,
165103;200;Sweden;Västerbottens län;64.24;Svartbergets FP;19.77;Vindeln;SLU;,Pinus sylvestris,
165104;200;Sweden;Gävleborgs län;61.35;Born;15.58;Ovanåker;SLU;,Pinus sylvestris,
165105;200;Sweden;Gävleborgs län;61.35;Born;15.58;Ovanåker;SLU;,Pinus sylvestris,
165106;200;Sweden;Gävleborgs län;61.36;Born;15.59;Ovanåker;SLU;,Pinus sylvestris,
165107;100;Sweden;Norrbottens län;65.75;Alträsk;21.27;Boden;SLU;,Pinus sylvestris,
165108;60;Sweden;Södermanlands län;58.82;Björkviksdel;16.38;Katrineholm;SLU;,Pinus sylvestris,
165109;295;Sweden;Jämtlands län;63.14;Andersön;14.41;Östersund;SLU;,Pinus sylvestris,
165110;40;Sweden;Södermanlands län;58.86;Björkviksdel;16.4;Katrineholm;SLU;,Pinus sylvestris,
165111;90;Sweden;Västmanlands län;59.7;Dalskogen;16.1;Surahammar;SLU;,Pinus sylvestris,
165112;100;Sweden;Jönköpings län;58.04;Visingsö;14.34;Jönköping;SLU;,Picea abies,Pinus sylvestris,
165113;100;Sweden;Jönköpings län;58.04;Visingsö;14.34;Jönköping;SLU;,Picea abies,Pinus sylvestris,
165114;70;Sweden;Östergötlands län;58.83;Slätmon;16.2;Norrköping;SLU;,Pinus sylvestris,
165115;70;Sweden;Östergötlands län;58.82;Bråtfall;15.64;Finspång;SLU;,Pinus sylvestris,
165119;280;Sweden;Norrbottens län;66.63;Junkarhällan;19.58;Jokkmokk;SLU;,Pinus sylvestris,
165120;145;Sweden;Norrbottens län;66.47;Sucksoive;20.49;Jokkmokk;SLU;,Pinus sylvestris,
165121;420;Sweden;Norrbottens län;65.69;Vaksliden;18.78;Arvidsjaur;SLU;,Pinus sylvestris,
165122;150;Sweden;Norrbottens län;66.14;Kvarnberget;22.24;Luleå;SLU;,Pinus sylvestris,
165124;80;Sweden;Norrbottens län;66.55;Tallberget;22.78;Överkalix;SLU;,Pinus sylvestris,
165125;80;Sweden;Värmlands län;59.39;Eriksberg;13.34;Karlstad;SLU;,Pinus sylvestris,
165126;225;Sweden;Västerbottens län;64.77;Grundträsklid;19.02;Lycksele;SLU;,Pinus sylvestris,
165127;140;Sweden;Västra Götalands län;58.42;Remningstorp;13.63;Skara;SLU;,Pinus sylvestris,
165133;80;Sweden;Gävleborgs län;61.24;Nybruksback;16.88;Söderhamn;SLU;,Pinus sylvestris,
165135;200;Sweden;Västerbottens län;64.57;Bocken;18.72;Lycksele;SLU;,Pinus sylvestris,
165136;60;Sweden;Södermanlands län;58.83;Björkviksdel;16.38;Katrineholm;SLU;,Pinus sylvestris,
165137;120;Sweden;Örebro län;59.04;Hardemo;15.03;Kumla;SLU;,Pinus sylvestris,
165141;60;Sweden;Västmanlands län;59.8;Tomta;16.56;Västerås;SLU;,Pinus sylvestris,
165142;240;Sweden;Gävleborgs län;61.18;Mållongstugan;15.77;Ovanåker;SLU;,Pinus sylvestris,
165143;320;Sweden;Jämtlands län;62.91;Prästbordet;15.17;Bräcke;SLU;,Pinus sylvestris,
165145;240;Sweden;Västernorrlands län;63.86;Hembäcken;18.45;Örnsköldsvik;SLU;,Pinus sylvestris,
165147;340;Sweden;Västernorrlands län;62.88;Gussjö;16.73;Sundsvall;SLU;,Pinus sylvestris,
165148;250;Sweden;Jämtlands län;63.08;Bispgården;16.72;Ragunda;SLU;,Pinus sylvestris,
165149;380;Sweden;Jämtlands län;63.11;Torresjöland;16.64;Ragunda;SLU;,Pinus sylvestris,
165150;360;Sweden;Jämtlands län;62.97;Oxböle;16.74;Ragunda;SLU;,Pinus sylvestris,
165151;300;Sweden;Jämtlands län;63.22;Västerhus;14.5;Östersund;SLU;,Pinus sylvestris,
165152;300;Sweden;Jämtlands län;63.22;Västerhus;14.49;Östersund;SLU;,Pinus sylvestris,
165153;500;Sweden;Jämtlands län;62.47;Rätansbyn;14.48;Berg;SLU;,Pinus sylvestris,
165154;460;Sweden;Jämtlands län;62.48;Rätansbyn;14.45;Berg;SLU;,Pinus sylvestris,
165155;240;Sweden;Västerbottens län;64.36;Sjöbrånet;19.67;Vindeln;SLU;,Pinus sylvestris,
165156;60;Sweden;Västerbottens län;64.19;Edfast Mark;20.89;Robertsfors;SLU;,Pinus sylvestris,
165157;280;Sweden;Norrbottens län;66.46;Murjek;20.92;Jokkmokk;SLU;,Pinus sylvestris,
165162;50;Sweden;Gotlands län;57.66;Halner;18.42;Gotland;SLU;,Pinus sylvestris,
165163;30;Sweden;Gotlands län;57.45;Petarvet;18.25;Gotland;SLU;,Pinus sylvestris,
165164;40;Sweden;Gotlands län;57.32;Bosarvet;18.25;Gotland;SLU;,Pinus sylvestris,
165166;260;Sweden;Västerbottens län;64.37;Örålandet;18.68;Lycksele;SLU;,Pinus sylvestris,
165167;120;Sweden;Västra Götalands län;58.64;Granvik;14.56;Karlsborg;SLU;,Pinus sylvestris,
165168;110;Sweden;Västra Götalands län;58.56;Ö.Kinneskog;13.68;Mariestad;SLU;,Pinus sylvestris,
165172;270;Sweden;Västerbottens län;64.68;Abborrträskliden;18.71;Lycksele;SLU;,Pinus sylvestris,
165173;410;Sweden;Dalarnas län;60.87;Venjan;13.83;Mora;SLU;,Pinus sylvestris,
165174;30;Sweden;Uppsala län;60.26;Österby;17.89;Östhammar;SLU;,Pinus sylvestris,
165175;140;Sweden;Norrbottens län;65.84;Lindviken;20.87;Älvsbyn;SLU;,Pinus sylvestris,
165176;330;Sweden;Jämtlands län;63.36;Faxnälden;14.24;Krokom;SLU;,Pinus sylvestris,
165177;215;Sweden;Jämtlands län;63.82;Fjällsjö;16.3;Strömsund;SLU;,Pinus sylvestris,
165178;180;Sweden;Norrbottens län;66.39;Vuollerim;20.53;Jokkmokk;SLU;,Pinus sylvestris,
165179;250;Sweden;Västernorrlands län;63.62;Västanbäck;17.44;Örnsköldsvik;SLU;,Pinus sylvestris,
165180;165;Sweden;Norrbottens län;66.19;Edefors;21.08;Boden;SLU;,Pinus sylvestris,
165181;250;Sweden;Västernorrlands län;63.62;Seltjärn;17.87;Örnsköldsvik;SLU;,Pinus sylvestris,
165185;270;Sweden;Västerbottens län;64.36;Sjöbrånet;19.82;Vindeln;SLU;,Pinus sylvestris,
165186;145;Sweden;Norrbottens län;65.89;Isliden;20.8;Älvsbyn;SLU;,Pinus sylvestris,
165187;300;Sweden;Norrbottens län;66.66;Ållojaure;19.93;Jokkmokk;SLU;,Pinus sylvestris,
165188;240;Sweden;Norrbottens län;67.48;Kolkonjoki;23.1;Pajala;SLU;,Pinus sylvestris,
165190;280;Sweden;Västernorrlands län;62.4;Haverö;15.14;Ånge;SLU;,Pinus sylvestris,
165191;340;Sweden;Jämtlands län;63.14;Gevåg;16.37;Ragunda;SLU;,Pinus sylvestris,
165192;180;Sweden;Värmlands län;60.13;Ekshärad;13.44;Hagfors;SLU;,Pinus sylvestris,
165194;20;Sweden;Gävleborgs län;60.79;Hille;17.21;Gävle;SLU;,Pinus sylvestris,
165195;320;Sweden;Västerbottens län;65.13;Malå;19.11;Malå;SLU;,Pinus sylvestris,
165197;80;Sweden;Örebro län;59.17;Nysund;14.4;Degerfors;SLU;,Pinus sylvestris,
165198;260;Sweden;Dalarnas län;60.01;Kloten 2;15.3;Smedjebacken;SLU;,Pinus sylvestris,
165199;210;Sweden;Jönköpings län;57.56;Hok;14.24;Jönköping;SLU;,Pinus sylvestris,
165201;80;Sweden;Örebro län;59.11;Dimbo;15.78;Örebro;SLU;,Pinus sylvestris,
165203;170;Sweden;Gävleborgs län;61.92;Sorgmon;15.7;Ljusdal;SLU;,Pinus sylvestris,
165204;200;Sweden;Gävleborgs län;61.86;Delsbo;16.33;Hudiksvall;SLU;,Pinus sylvestris,
165206;330;Sweden;Västerbottens län;64.07;Östernoret, Åsele;17.4;Åsele;SLU;,Pinus sylvestris,
165207;350;Sweden;Jämtlands län;62.75;Revsund;15.24;Bräcke;SLU;,Pinus sylvestris,
165208;140;Sweden;Skåne län;56.39;Vesslarp;14.26;Osby;SLU;,Pinus sylvestris,
165213;340;Sweden;Västernorrlands län;63.47;Ramsele;16.22;Sollefteå;SLU;,Pinus sylvestris,
165214;240;Sweden;Västerbottens län;64.51;Tannsele;18.77;Lycksele;SLU;,Pinus sylvestris,
165215;240;Sweden;Västerbottens län;64.51;Tannsele;18.77;Lycksele;SLU;,Pinus sylvestris,
165216;200;Sweden;Västernorrlands län;63.75;Björna;18.5;Örnsköldsvik;SLU;,Pinus sylvestris,
165218;130;Sweden;Norrbottens län;66.95;Jarhois;23.8;Pajala;SLU;,Pinus sylvestris,
165219;100;Sweden;Norrbottens län;66.72;Ängesån;22.64;Överkalix;SLU;,Pinus sylvestris,
165221;220;Sweden;Dalarnas län;60.63;Stångtjärn;15.56;Falun;SLU;,Pinus sylvestris,
165225;220;Sweden;Jönköpings län;57.89;Aneby;15.02;Aneby;SLU;,Pinus sylvestris,
165226;230;Sweden;Jönköpings län;57.85;Bottnaryd/Mohemmet;13.87;Jönköping;SLU;,Pinus sylvestris,
165227;160;Sweden;Kronobergs län;56.95;Lagan;14;Ljungby;SLU;,Pinus sylvestris,
165229;290;Sweden;Västerbottens län;64.4;Vänjaurbäck;18.58;Lycksele;SLU;,Pinus sylvestris,
165230;160;Sweden;Dalarnas län;60.3;Grangärde;14.96;Ludvika;SLU;,Pinus sylvestris,
165231;200;Sweden;Västra Götalands län;58.35;Grevbäck;14.3;Hjo;SLU;,Pinus sylvestris,
165233;250;Sweden;Dalarnas län;60.01;Kloten 1;15.3;Smedjebacken;SLU;,Pinus sylvestris,
165236;180;Sweden;Jönköpings län;57.34;Klevshult;14.09;Vaggeryd;SLU;,Pinus sylvestris,
165237;160;Sweden;Östergötlands län;57.8;Tidersrum;15.51;Kinda;SLU;,Pinus sylvestris,
165238;160;Sweden;Jönköpings län;57.34;Bellö;14.09;Eksjö;SLU;,Pinus sylvestris,
165244;180;Sweden;Dalarnas län;60.27;Garpenberg;16.18;Hedemora;SLU;,Pinus sylvestris,
165246;300;Sweden;Norrbottens län;65.78;Brännberg;21.21;Boden ;SLU;,Pinus sylvestris,
165248;360;Sweden;Jämtlands län;62.98;Oxböle;16.73;Ragunda;SLU;,Pinus sylvestris,
165249;200;Sweden;Västerbottens län;64.24;Svartbergets FP;19.77;Vindeln;SLU;,Pinus sylvestris,
165250;240;Sweden;Västerbottens län;64.26;Svartbergets FP;19.79;Vindeln;SLU;,Pinus sylvestris,
165251;195;Sweden;Västerbottens län;64.18;Kulbäckslidens FP;19.63;Vindeln;SLU;,Pinus sylvestris,
165252;230;Sweden;Kronobergs län;57.06;Tagel;14.39;Alvesta;SLU;,Pinus sylvestris,
165253;220;Sweden;Kronobergs län;57.06;Tagel;14.39;Alvesta;SLU;,Pinus sylvestris,
165265;160;Sweden;Värmlands län;59.78;Öjerbyn;13.07;Sunne;SLU;,Pinus sylvestris,
165266;260;Sweden;Västerbottens län;64.18;Kulbäckslidens FP;19.59;Vindeln;SLU;,Pinus sylvestris,
165269;340;Sweden;Norrbottens län;65.91;Malmesliden;19.17;Arvidsjaur;SLU;,Pinus sylvestris,
165270;270;Sweden;Dalarnas län;60.9;Siljansfors FP;14.36;Mora;SLU;,Pinus sylvestris,
165271;260;Sweden;Dalarnas län;60.89;Siljansfors FP;14.36;Mora;SLU;,Pinus sylvestris,
165273;190;Sweden;Dalarnas län;60.35;Knivsjöheden;14.93;Ludvika;SLU;,Pinus sylvestris,
165275;370;Sweden;Västernorrlands län;63.5;Grundtjärn;17.31;Örnsköldsvik;SLU;,Pinus sylvestris,
165278;240;Sweden;Västerbottens län;64.9;Vormsele;18.73;Lycksele;SLU;,Pinus sylvestris,
165280;55;Sweden;Norrbottens län;65.74;Älvsbyn;20.96;Älvsbyn;SLU;,Pinus sylvestris,
165281;65;Sweden;Norrbottens län;65.7;Radiohemmanet;20.97;Älvsbyn;SLU;,Pinus sylvestris,
165282;300;Sweden;Jämtlands län;62.71;Bensjö;15.45;Bräcke;SLU;,Pinus sylvestris,
165283;230;Sweden;Västerbottens län;64.46;Djupsund;19.41;Vindeln;SLU;,Pinus sylvestris,
165286;85;Sweden;Västmanlands län;60.06;Kroksbo;16.88;Enåker;SLU;,Pinus sylvestris,
165288;170;Sweden;Gävleborgs län;61.44;Växbo;16.5;Bollnäs;SLU;,Pinus sylvestris,
165289;360;Sweden;Västernorrlands län;63.5;Grundtjärn;17.31;Sollefteå;SLU;,Pinus sylvestris,
165290;410;Sweden;Jämtlands län;62.42;Viken;13.63;Hede;SLU;,Pinus sylvestris,
165291;30;Sweden;Norrbottens län;65.91;Töre;22.69;Kalix;SLU;,Pinus sylvestris,
165292;250;Sweden;Norrbottens län;67.44;Junosuando;22.29;Junosuando;SLU;,Pinus sylvestris,
165294;175;Sweden;Norrbottens län;65.88;Storbrännan;20.08;Arvidsjaur;SLU;,Pinus sylvestris,
165295;310;Sweden;Norrbottens län;67.14;Gällivare;20.95;Gällivare;SLU;,Pinus sylvestris,
165296;310;Sweden;Norrbottens län;67.14;Gällivare;20.92;Gällivare;SLU;,Pinus sylvestris,
165297;135;Sweden;Västmanlands län;59.9;Västanfors;15.82;Fagersta;SLU;,Pinus sylvestris,
165298;165;Sweden;Kalmar län;57.44;Stensryd;15.75;Hultsfred;SLU;,Pinus sylvestris,
165299;300;Sweden;Jämtlands län;63.3;Halåsen;14.72;Krokom;SLU;,Pinus sylvestris,
165302;155;Sweden;Kronobergs län;56.7;;14.83;Hamneda;SLU;,Pinus sylvestris,
165305;105;Sweden;Dalarnas län;60.2;Avesta;16.1;Avesta;SLU;,Pinus sylvestris,
165306;215;Sweden;Västerbottens län;64.81;Rusksele;18.85;Lycksele;SLU;,Pinus sylvestris,
165308;150;Sweden;Värmlands län;60.04;Hagfors;13.59;Hagfors;SLU;,Pinus sylvestris,
165309;205;Sweden;Örebro län;59.81;Ramsberg;15.26;Lindesberg;SLU;,Pinus sylvestris,
165310;140;Sweden;Dalarnas län;60.17;Garpenberg;16.19;Hedemora;SLU;,Pinus sylvestris,
165311;445;Sweden;Jämtlands län;62.41;Hede;13.71;Härjedalen;SLU;,Pinus sylvestris,
165312;210;Sweden;Kalmar län;56.77;Fiskesjö;15.55;Emmaboda;SLU;,Pinus sylvestris,
165313;245;Sweden;Östergötlands län;57.72;S.Bråta;15.44;Ydre;SLU;,Pinus sylvestris,
165314;30;Sweden;Västerbottens län;64.79;Skellefteå;20.78;Skellefteå;SLU;,Pinus sylvestris,
165315;55;Sweden;Stockholms län;59.69;Skederid;18.48;Norrtälje;SLU;,Pinus sylvestris,
165316;20;Sweden;Uppsala län;60.58;Västanå;17.43;Älvkarleby;SLU;,Pinus sylvestris,
165320;130;Sweden;Kalmar län;57.79;Nafstad;15.75;Södra Vi;SLU;,Pinus sylvestris,
165322;165;Sweden;Värmlands län;59.06;S.Kolviken;13.05;Säffle;SLU;,Pinus sylvestris,
165323;95;Sweden;Västmanlands län;59.86;Virsbo;16.02;Ramnäs;SLU;,Pinus sylvestris,
165325;190;Sweden;Dalarnas län;60.37;Husby;16.17;Hedemora;SLU;,Pinus sylvestris,
165326;350;Sweden;Jämtlands län;62.77;Finnäs;14.95;Bräcke;SLU;,Pinus sylvestris,
165330;125;Sweden;Värmlands län;59.97;Lakene;13.5;N.Råda;SLU;,Pinus sylvestris,
165331;10;Sweden;Västerbottens län;63.61;Hörnefors;19.88;Nordmaling;SLU;,Pinus sylvestris,
165333;225;Sweden;Västerbottens län;64.65;Lyckan;18.64;Lycksele;SLU;,Pinus sylvestris,
165335;195;Sweden;Västerbottens län;64.38;Söderby;20.61;Burträsk;SLU;,Pinus sylvestris,
165336;265;Sweden;Västerbottens län;64.13;Andersliden;20.36;Bygdeå;SLU;,Pinus sylvestris,
165337;245;Sweden;Norrbottens län;67.44;Junosuando;22.28;Junosuando;SLU;,Pinus sylvestris,
165338;155;Sweden;Jönköpings län;57.26;Nennesmo;13.54;Gislaved;SLU;,Pinus sylvestris,
165340;180;Sweden;Kalmar län;56.86;Orrefors;15.71;Nybro;SLU;,Pinus sylvestris,
165341;540;Sweden;Jämtlands län;62.19;Nybodarna;13.56;Härjedalen;SLU;,Pinus sylvestris,
165342;440;Sweden;Jämtlands län;62.14;Linsell;13.46;Linsell;SLU;,Pinus sylvestris,
165345;130;Sweden;Västra Götalands län;58.78;Älgarås;14.22;Töreboda;SLU;,Pinus sylvestris,
